chr1	4817789	4828190
chr1	16097600	16521600
chr1	40604000	42089600
chr1	45885000	46557000
chr1	91053600	91855200
chr1	98262000	98448000
chr1	99930000	100454000
chr1	112367200	112574000
chr1	112713000	112723401
chr1	114222800	115878000
chr1	145392399	148683801
chr1	149329400	149529899
chr1	149529899	151908000
chr1	151908000	156153200
chr1	171244600	173851600
chr1	198886200	201450600
chr1	203577000	203680500
chr1	203680500	204587600
chr1	204587600	204876000
chr1	224230000	234894000
chr1	238442400	238694400
chr1	246006000	248758800
chr10	33377000	33817000
chr10	46952600	47151000
chr10	59717800	63036400
chr10	63036400	64131200
chr10	64131200	81986400
chr10	119370000	127544301
chr11	11575000	13675400
chr11	18749000	20871000
chr11	21476800	21630400
chr11	22214400	22483200
chr11	26724000	27189000
chr11	29925000	37194000
chr11	57217500	57606000
chr11	67932200	68610600
chr11	68610600	69066000
chr11	69066000	69645600
chr11	69645600	71191300
chr11	71191300	71784000
chr11	72453600	72688000
chr11	72688000	73297600
chr11	73297600	73757600
chr11	74662000	74775400
chr11	74775400	75106400
chr11	75106400	75269200
chr11	75269200	75272300
chr11	75272300	78146800
chr11	90530300	94846000
chr11	94846000	109375200
chr11	109375200	124850400
chr12	1596000	1836800
chr12	3410400	3775200
chr12	5969600	6104000
chr12	6434400	6546400
chr12	11446400	12056800
chr12	14383500	15478500
chr12	16128000	17628800
chr12	28116000	28155000
chr12	28155000	28236600
chr12	28236600	28337600
chr12	28337600	28810800
chr12	28810800	29918200
chr12	29918200	33521600
chr12	33521600	34817500
chr12	54732000	54882000
chr12	57963000	58149000
chr12	64821000	65322000
chr12	66120000	66258000
chr13	68917200	81086700
chr13	81086700	81471100
chr13	81471100	82305600
chr13	82305600	86011500
chr13	86011500	88232200
chr13	88232200	90439400
chr13	90439400	92829400
chr13	92829400	94506100
chr13	94506100	114846400
chr14	20292000	28938800
chr14	28938800	38066800
chr14	38066800	47625600
chr14	47625600	54074800
chr14	54074800	67329000
chr15	22302000	22709200
chr15	24116400	24943600
chr15	26836600	50856000
chr16	46536000	54835200
chr16	66066000	83992000
chr16	85384000	85818000
chr17	8175600	8348400
chr17	9640800	10249200
chr17	35007000	35232000
chr17	36426799	36676000
chr17	36676000	37151400
chr17	37151400	37574000
chr17	37574000	37646400
chr17	37646400	37997206
chr17	37997206	38096400
chr17	38096400	38245200
chr17	38245200	38632000
chr17	38632000	38785200
chr17	38785200	39564000
chr17	44164800	44627600
chr17	45564000	63383000
chr17	65497200	66456000
chr17	66456000	67158000
chr17	67158000	71682400
chr17	73555400	74063600
chr18	55792800	57422400
chr19	29138400	29750400
chr19	29750400	30652800
chr19	30652800	32964400
chr19	36986000	40968000
chr19	56268000	57258000
chr2	15765800	16238400
chr2	85557037	85567438
chr2	116492900	123265100
chr2	123357840	123378241
chr2	205084400	205816000
chr2	212608598	212618999
chr2	213872400	214308000
chr20	31951000	32939200
chr20	32939200	33315000
chr20	33315000	34120800
chr20	34120800	36355000
chr20	36355000	41750000
chr20	42446800	42996000
chr20	42996000	45100800
chr20	45100800	45424800
chr20	45424800	46514104
chr20	46514104	46524505
chr20	46524505	47219200
chr20	47219200	48072000
chr20	48072000	48889600
chr20	48889600	49677600
chr20	49677600	50803200
chr20	50803200	55828000
chr20	55828000	55958400
chr20	55958400	57091600
chr20	57091600	58434800
chr20	58434800	61455200
chr20	61968400	62931600
chr21	15324000	20613000
chr22	38262900	38842300
chr22	41159700	43866300
chr3	55738800	55893600
chr3	61604400	64952800
chr3	107592000	107798400
chr3	111273684	111273690
chr3	111273690	111284085
chr3	111284085	111284091
chr3	121942800	122765200
chr3	133662000	134232400
chr3	168598800	168807600
chr3	197110000	198022430
chr4	70286753	70297154
chr4	95518156	95528557
chr4	157412600	157894800
chr5	34429389	34439790
chr5	45065400	45955000
chr6	248000	384000
chr6	9779200	11499000
chr6	11499000	11844000
chr6	11844000	18345800
chr6	18345800	18692600
chr6	18692600	33034000
chr6	33034000	37818000
chr6	37818000	42876000
chr6	42876000	43684800
chr6	43684800	45302600
chr6	55658400	57354400
chr6	61918000	62822400
chr6	62822400	65384200
chr6	65384200	68266800
chr6	105615000	107959000
chr6	109992000	111555000
chr6	114327000	117823000
chr7	835200	946800
chr7	28208118	28218519
chr7	51037100	51245900
chr7	51456731	51497132
chr7	52748400	53435073
chr7	53435073	54264950
chr7	54264950	54824000
chr7	54824000	54926000
chr7	54926000	54941300
chr7	54941300	55331900
chr7	55331900	55350500
chr7	55350500	55364401
chr7	55364401	55581400
chr7	55581400	57056400
chr7	57056400	57545474
chr7	129110800	130807600
chr7	153770000	157938200
chr7	157938200	158138000
chr7	158138000	159138663
chr8	36497000	36586800
chr8	36586800	38142000
chr8	38142000	41630400
chr8	66081000	68647000
chr8	73235000	76544000
chr8	79084800	79455600
chr8	80736000	82908000
chr8	102278000	104160000
chr8	115165600	119554200
chr8	119554200	120126600
chr8	120126600	122374800
chr8	122374800	122490000
chr8	122490000	122864400
chr8	122864400	122965200
chr8	122965200	123037555
chr8	123037555	123047956
chr8	123047956	124966800
chr8	124966800	125157600
chr8	125157600	126115200
chr8	126115200	126222700
chr8	126222700	126806400
chr8	126806400	127245000
chr8	127245000	127878400
chr8	127878400	128167200
chr8	128167200	128266880
chr8	128266880	128277281
chr8	128277281	128318400
chr8	128318400	128499000
chr8	128499000	128603200
chr8	128603200	128690000
chr8	128690000	128728800
chr8	128728800	128869200
chr8	128869200	128879850
chr8	128879850	129462400
chr8	129462400	129789000
chr8	129789000	129922000
chr8	129922000	130492800
chr8	130492800	130639900
chr8	130639900	130868300
chr8	130868300	131466600
chr8	131466600	131886000
chr8	131886000	139991600
chr8	139991600	140193000
chr8	140193000	140376000
chr8	140376000	140648400
chr8	140648400	142656800
chr8	142656800	146364022
chr9	34270400	35445200
chr9	36171000	36372000
chr9	123553600	123671400
chr9	133606900	134155600
