chr1	39908221	39975142
chr1	40346000	40408813
chr1	119930367	119954203
chr1	119954203	120029373
chr1	120029373	120039596
chr1	120039596	120089509
chr1	120089509	120110073
chr1	120110073	120148427
chr1	120148427	120200344
chr1	120200344	120231792
chr1	120231792	120385248
chr1	120385248	120397779
chr1	120397779	120433076
chr1	120433076	120476661
chr1	120476661	120522601
chr1	120522601	120523902
chr1	120523902	120689059
chr1	120689059	120689060
chr1	120689060	120691121
chr1	120691121	120693215
chr1	120696008	120696009
chr1	144555184	144579090
chr1	144579090	144593252
chr1	144593252	144842557
chr1	144842557	144849539
chr1	144849539	144849552
chr1	144849552	144865627
chr1	144865627	144868360
chr1	149732728	149739073
chr1	149739073	149748541
chr1	149748541	149816584
chr1	149816584	149831914
chr1	149831914	149834540
chr1	149834540	149844994
chr1	149844994	149844995
chr1	149844995	149859945
chr1	149859945	149862937
chr1	149862937	149877903
chr1	149939136	149975988
chr1	149975988	149995953
chr1	149995953	150006442
chr1	150006442	150029983
chr1	150029983	150043543
chr1	150043543	150111984
chr1	150111984	150133562
chr1	150133562	150174281
chr1	150174281	150210119
chr1	150210119	150212603
chr1	150212603	150262480
chr1	150262480	150270667
chr1	150270667	150295130
chr1	150295130	150345469
chr1	150345469	150420270
chr1	150420270	150446315
chr1	150446315	150465897
chr1	150465897	150573910
chr1	150573910	150622696
chr1	150622696	150725728
chr1	150725728	150745570
chr1	150745570	150764632
chr1	150764632	150786005
chr1	150786005	150879471
chr1	150879471	150898402
chr1	150898402	150902342
chr1	150902342	150913878
chr1	150913878	150997211
chr1	150997211	151062956
chr1	151062956	151089055
chr1	151089055	151170789
chr1	151170789	151179645
chr1	151179645	151204272
chr1	151204272	151209999
chr1	151345757	151421783
chr1	203683489	203695540
chr1	203695540	203710589
chr1	203710589	203716746
chr1	203716746	203729421
chr1	203729421	203732300
chr1	203732300	203751340
chr1	203751340	203781415
chr1	203781415	203845431
chr1	203845431	203914404
chr1	203914404	203921667
chr1	203921667	203936783
chr1	203936783	203947905
chr1	203947905	203977548
chr1	203977548	204035546
chr1	204035546	204129670
chr1	204129670	204200009
chr1	204200009	204260597
chr1	204260597	204267540
chr1	204267540	204287176
chr1	204287176	204291820
chr1	204291820	204292683
chr1	204292683	204312429
chr1	204312429	204314218
chr1	204314218	204350073
chr1	204350073	204353951
chr1	204353951	204369874
chr1	204369874	204542663
chr1	204542663	204557985
chr1	204557985	204565730
chr1	204565730	204566999
chr1	204566999	204590340
chr1	204590340	204608262
chr1	204608262	204612804
chr1	204612804	204626012
chr1	204626012	204627052
chr1	204627052	204657693
chr1	204657693	204668161
chr1	204668161	204727382
chr1	204727382	204735748
chr1	204735748	204737517
chr1	204737517	204743826
chr1	204743826	204783205
chr1	204783205	204793577
chr1	204793577	204813189
chr1	204813189	204817972
chr1	204817972	204826114
chr1	204826114	204855966
chr1	204855966	204863969
chr1	204863969	204878045
chr1	204878045	204889532
chr1	204889532	204949826
chr10	51231575	51335029
chr11	66570594	66585510
chr11	66643955	66650059
chr11	66650059	66656602
chr11	66656602	66666817
chr11	66910825	66941418
chr11	66941418	66945073
chr11	66945073	66966661
chr11	66966661	66975235
chr11	66975235	66988948
chr11	66988948	66999677
chr11	66999677	67004297
chr11	67004297	67042210
chr11	67042210	67054143
chr11	67054143	67060206
chr11	67081271	67154467
chr11	67154467	67162018
chr11	67162018	67167730
chr11	67167730	67179808
chr11	67179808	67224593
chr11	67224593	67239569
chr11	67239569	67251128
chr11	67251128	67293472
chr11	67293472	67296858
chr11	67296858	67301345
chr11	67301345	67338581
